2923067123895.0, 3171569432285.0, 6540838909306.0, 3633544830433053.0, 3508543744807553.0, 5229795716188443.0, 1.211869535923558e+16, 'CAPSULE', 'WHITE'
2920389871188.0, 3167304301269.0, 6532333678890.0, 3631352037155092.0, 3505356051538303.0, 5223854551114177.0, 1.210575083094891e+16, 'CAPSULE', 'WHITE'
2925250976679.0, 3174721873726.0, 6547833105683.0, 3635112146666929.0, 3510641237250582.0, 5234410761983142.0, 1.2130711526587552e+16, 'CAPSULE', 'BLUE'
2916877490530.0, 3162284271213.0, 6525197042940.0, 3628192141537728.0, 3501127054312387.0, 5218324833331155.0, 1.2098617756414896e+16, 'CAPSULE', 'BLUE'
2917408201491.0, 3164173222830.0, 6529259938103.0, 3628343526371759.0, 3502160230742074.0, 5220511661662740.0, 1.210283931874818e+16, 'CAPSULE', 'WHITE'
2917706041933.0, 3164846945158.0, 6530951349636.0, 3628663595210625.0, 3502857513260200.0, 5222212046127110.0, 1.2106884596903502e+16, 'CAPSULE', 'WHITE'
2828781146651.0, 3037811537415.0, 6302860110430.0, 3550486019392231.0, 3395942818326203.0, 5039634450913989.0, 1.1743301774562904e+16, 'CAPSULE', 'BLUE'
2825341098658.0, 3033965245803.0, 6297098933728.0, 3546977440741076.0, 3391911924932921.0, 5033501071930377.0, 1.173220232284233e+16, 'CAPSULE', 'BLUE'
2849264929468.0, 3069302952849.0, 6364140187645.0, 3567882303757322.0, 3421553217802803.0, 5087132228238661.0, 1.1844710556439172e+16, 'CAPSULE', 'WHITE'
2842884015086.0, 3058928371413.0, 6343551903710.0, 3562474663069224.0, 3413139610352459.0, 5071215677102443.0, 1.181075161188706e+16, 'CAPSULE', 'WHITE'
2750230888812.0, 2927772616842.0, 6098132812114.0, 3480236627594692.0, 3302588289137940.0, 4876252225566842.0, 1.14021994578813e+16, 'CAPSULE', 'BROWN'
2743678552411.0, 2918088821848.0, 6081009531440.0, 3474223628772495.0, 3294402165862232.0, 4863131579956808.0, 1.137736753110182e+16, 'CAPSULE', 'BROWN'
3031915929908.0, 3338711239710.0, 6848798620406.0, 3722821849104440.0, 3643461353963468.0, 5473905945422620.0, 1.2610355165076968e+16, 'TEAR', 'YELLOW'
3033322845629.0, 3339964038459.0, 6848036477009.0, 3724646780923143.0, 3645784714001367.0, 5475818223935211.0, 1.2609102802120344e+16, 'TEAR', 'YELLOW'
2969629957536.0, 3253847022683.0, 6714700980627.0, 3667367992245270.0, 3572210832331377.0, 5368421755561701.0, 1.2431961286285436e+16, 'TEAR', 'YELLOW'
2971296197439.0, 3255165363046.0, 6714810084330.0, 3669220564745601.0, 3573947412809520.0, 5369546939908042.0, 1.2431061192422574e+16, 'TEAR', 'YELLOW'
2339201720822.0, 2386298495995.0, 5119464426479.0, 3068840173107472.0, 2806451759854817.0, 4090121295957903.0, 9826052310741600.0, 'OVAL', 'YELLOW'
2342648999550.0, 2388399245078.0, 5114816953268.0, 3073496955341770.0, 2810902509253086.0, 4091989580349500.0, 9814164722913712.0, 'OVAL', 'YELLOW'
2832833203126.0, 3034773548030.0, 6285026619720.0, 3554412148379216.0, 3393634674882212.0, 5025965675697016.0, 1.1704300675888642e+16, 'CAPSULE', 'GRAY'
2841764301688.0, 3048333801253.0, 6310681274132.0, 3562015189791022.0, 3404334941539175.0, 5044693642777899.0, 1.1743134077922176e+16, 'CAPSULE', 'GRAY'
3064239792407.0, 3380182843086.0, 6906882485129.0, 3747126135968345.0, 3675545480823980.0, 5521846765898722.0, 1.26877248875959e+16, 'ROUND', 'BROWN'
3065144506638.0, 3381341060311.0, 6908301087182.0, 3748028132909756.0, 3676717157985205.0, 5523329409138795.0, 1.268948463548756e+16, 'ROUND', 'BROWN'
2939771983715.0, 3210779536932.0, 6641833099003.0, 3629442211704063.0, 3526455539775090.0, 5309821407506612.0, 1.2342924634245936e+16, 'ROUND', 'BROWN'
2938106164441.0, 3208441087540.0, 6637782288588.0, 3627862217990905.0, 3524504486266168.0, 5306914931675212.0, 1.233764441261276e+16, 'ROUND', 'BROWN'
2888069518085.0, 3127042614429.0, 6488671917908.0, 3594338396252531.0, 3464253353202807.0, 5187675610082005.0, 1.209443758335387e+16, 'OVAL', 'RED'
2885354740129.0, 3124018747503.0, 6484522868552.0, 3591507786528567.0, 3461216458091501.0, 5183825333836219.0, 1.2088432041097316e+16, 'OVAL', 'RED'
3037107995149.0, 3342462366786.0, 6847782045214.0, 3722140066337341.0, 3643005656052328.0, 5474895861898690.0, 1.2611674687257816e+16, 'ROUND', 'RED'
3038255323197.0, 3343883214689.0, 6849667665351.0, 3723336873030323.0, 3644462679724829.0, 5476774508733869.0, 1.2614277258009624e+16, 'ROUND', 'RED'
2906404335898.0, 3165580347412.0, 6568293259909.0, 3597069808333916.0, 3486417780330136.0, 5252423289292416.0, 1.2245056599671836e+16, 'ROUND', 'RED'
2903039872069.0, 3161621040118.0, 6562963830078.0, 3593558285585763.0, 3482507505435222.0, 5247624012939882.0, 1.2238338589973256e+16, 'ROUND', 'RED'
2947024908383.0, 3208762529180.0, 6622772097210.0, 3648553184099465.0, 3535002290299188.0, 5295217480350806.0, 1.2283776959699418e+16, 'OVAL', 'GREEN'
2952450802534.0, 3216310757246.0, 6634682692341.0, 3653598129188532.0, 3541547248853876.0, 5304650182647776.0, 1.2299072168545228e+16, 'OVAL', 'GREEN'
3086403886073.0, 3415461755313.0, 6968736868328.0, 3765189180306301.0, 3702450122403993.0, 5565960886939109.0, 1.2766870147201892e+16, 'PENTAGON', 'YELLOW'
3088969199115.0, 3418815063431.0, 6973588342707.0, 3767443792389655.0, 3705264613157461.0, 5569814548392377.0, 1.2772728899555944e+16, 'PENTAGON', 'YELLOW'
3086190887060.0, 3414644670720.0, 6966837220233.0, 3764999482598456.0, 3701764453171838.0, 5564433230835320.0, 1.2763846188215708e+16, 'PENTAGON', 'GREEN'
3084432812338.0, 3412516088787.0, 6963859421795.0, 3763235104963948.0, 3699729883364991.0, 5561819135995419.0, 1.2759938631399708e+16, 'PENTAGON', 'GREEN'
3086825306791.0, 3415826200227.0, 6968989920325.0, 3765546444845611.0, 3702754420755993.0, 5566182209990661.0, 1.2766946255694868e+16, 'PENTAGON', 'PINK'
3085338688032.0, 3413495725266.0, 6964860615578.0, 3764193512576646.0, 3700805561133592.0, 5563018688085316.0, 1.2761217510980576e+16, 'PENTAGON', 'PINK'
3082745223640.0, 3410158277973.0, 6960373421827.0, 3761804199217816.0, 3697812049148563.0, 5559122110136835.0, 1.2755937160907916e+16, 'PENTAGON', 'BROWN'
3083456926975.0, 3411370079387.0, 6962596815715.0, 3762381535444489.0, 3698748525300035.0, 5560757309530773.0, 1.2758989728325136e+16, 'PENTAGON', 'BROWN'
3105551076584.0, 3435108681516.0, 6988314923640.0, 3787647794852192.0, 3725147036783024.0, 5587167198376746.0, 1.278358438431909e+16, 'OVAL', 'ORANGE'
3105750820424.0, 3435499545384.0, 6989017426422.0, 3787774960715726.0, 3725420173515904.0, 5587676163242296.0, 1.2784485925239524e+16, 'OVAL', 'ORANGE'
3156254150250.0, 3510009745292.0, 7106522722202.0, 3829310167082710.0, 3785907307153744.0, 5681786745292996.0, 1.2939819881601618e+16, 'ROUND', 'WHITE'
3158085726459.0, 3512810499683.0, 7111089708744.0, 3830848719883211.0, 3788155326355875.0, 5685277840807449.0, 1.2945593123155052e+16, 'ROUND', 'WHITE'
